cusip,date,price
91282CNC1,2025-12-01,101.5547
91282CMM0,2025-09-02,103.1328
91282CMM0,2025-09-03,103.4844
91282CMM0,2025-09-04,103.9297
91282CMM0,2025-09-05,104.59375
91282CMM0,2025-09-08,104.83595
91282CMM0,2025-09-09,104.4766
91282CMM0,2025-09-10,104.8047
91282CMM0,2025-09-11,105
91282CMM0,2025-09-12,104.64065
91282CMM0,2025-09-15,104.8672
91282CMM0,2025-09-16,104.96095
91282CMM0,2025-09-17,104.46875
91282CMM0,2025-09-18,104.34375
91282CMM0,2025-09-19,104.1641
91282CMM0,2025-09-22,104.0078
91282CMM0,2025-09-23,104.33595
91282CMM0,2025-09-24,103.9922
91282CMM0,2025-09-25,103.7891
91282CMM0,2025-09-26,103.7344
91282CMM0,2025-09-29,104.02345
91282CMM0,2025-09-30,103.9219
91282CMM0,2025-10-01,104.34375
91282CMM0,2025-10-02,104.46095
91282CMM0,2025-10-03,104.15625
91282CMM0,2025-10-06,103.89845
91282CMM0,2025-10-07,104.14845
91282CMM0,2025-10-08,104.14845
91282CMM0,2025-10-09,103.9922
91282CMM0,2025-10-10,104.82815
91282CMM0,2025-10-13,104.82815
91282CMM0,2025-10-14,104.8516
91282CMM0,2025-10-15,104.8672
91282CMM0,2025-10-16,105.3047
91282CMM0,2025-10-17,105.02345
91282CMM0,2025-10-20,105.2578
91282CMM0,2025-10-21,105.39845
91282CMM0,2025-10-22,105.5
91282CMM0,2025-10-23,105.08595
91282CMM0,2025-10-24,105.07815
91282CMM0,2025-10-27,105.2422
91282CMM0,2025-10-28,105.27345
91282CMM0,2025-10-29,104.46875
91282CMM0,2025-10-30,104.2891
91282CMM0,2025-10-31,104.4453
91282CMM0,2025-11-03,104.1953
91282CMM0,2025-11-04,104.39065
91282CMM0,2025-11-05,103.8125
91282CMM0,2025-11-06,104.4141
91282CMM0,2025-11-07,104.3203
91282CMM0,2025-11-10,104.1641
91282CMM0,2025-11-11,104.1641
91282CMM0,2025-11-12,104.52345
91282CMM0,2025-11-13,104.2344
91282CMM0,2025-11-14,104.0078
91282CMM0,2025-11-17,104.1016
91282CMM0,2025-11-18,104.3047
91282CMM0,2025-11-19,104.1172
91282CMM0,2025-11-20,104.5469
91282CMM0,2025-11-21,104.71095
91282CMM0,2025-11-24,105.01565
91282CMM0,2025-11-25,105.25
91282CMM0,2025-11-26,105.2578
91282CMM0,2025-11-27,105.2578
91282CMM0,2025-11-28,105.10935
91282CMM0,2025-12-01,104.5391
91282CLW9,2025-09-02,100.3828
91282CLW9,2025-09-03,100.71875
91282CLW9,2025-09-04,101.15625
91282CLW9,2025-09-05,101.78125
91282CLW9,2025-09-08,102.01565
91282CLW9,2025-09-09,101.6719
91282CLW9,2025-09-10,101.9922
91282CLW9,2025-09-11,102.1875
91282CLW9,2025-09-12,101.83595
91282CLW9,2025-09-15,102.0469
91282CLW9,2025-09-16,102.14065
91282CLW9,2025-09-17,101.66405
91282CLW9,2025-09-18,101.5469
91282CLW9,2025-09-19,101.3672
91282CLW9,2025-09-22,101.21875
91282CLW9,2025-09-23,101.52345
91282CLW9,2025-09-24,101.20315
91282CLW9,2025-09-25,100.9922
91282CLW9,2025-09-26,100.94535
91282CLW9,2025-09-29,101.2266
91282CLW9,2025-09-30,101.125
91282CLW9,2025-10-01,101.5391
91282CLW9,2025-10-02,101.64845
91282CLW9,2025-10-03,101.3516
91282CLW9,2025-10-06,101.1016
91282CLW9,2025-10-07,101.34375
91282CLW9,2025-10-08,101.34375
91282CLW9,2025-10-09,101.20315
91282CLW9,2025-10-10,102.0078
91282CLW9,2025-10-13,102.0078
91282CLW9,2025-10-14,102.0391
91282CLW9,2025-10-15,102.0391
91282CLW9,2025-10-16,102.46875
91282CLW9,2025-10-17,102.1953
91282CLW9,2025-10-20,102.4297
91282CLW9,2025-10-21,102.5625
91282CLW9,2025-10-22,102.6719
91282CLW9,2025-10-23,102.26565
91282CLW9,2025-10-24,102.26565
91282CLW9,2025-10-27,102.40625
91282CLW9,2025-10-28,102.4453
91282CLW9,2025-10-29,101.64845
91282CLW9,2025-10-30,101.4766
91282CLW9,2025-10-31,101.64845
91282CLW9,2025-11-03,101.40625
91282CLW9,2025-11-04,101.6016
91282CLW9,2025-11-05,101.0469
91282CLW9,2025-11-06,101.625
91282CLW9,2025-11-07,101.5469
91282CLW9,2025-11-10,101.39065
91282CLW9,2025-11-11,101.39065
91282CLW9,2025-11-12,101.7422
91282CLW9,2025-11-13,101.46095
91282CLW9,2025-11-14,101.25
91282CLW9,2025-11-17,101.33595
91282CLW9,2025-11-18,101.53125
91282CLW9,2025-11-19,101.3594
91282CLW9,2025-11-20,101.76565
91282CLW9,2025-11-21,101.9453
91282CLW9,2025-11-24,102.2344
91282CLW9,2025-11-25,102.4453
91282CLW9,2025-11-26,102.46875
91282CLW9,2025-11-27,102.46875
91282CLW9,2025-11-28,102.3047
91282CLW9,2025-12-01,101.76565
912810SN9,2025-09-02,46.757815
912810SN9,2025-09-03,47.36719
912810SN9,2025-09-04,47.796875
912810SN9,2025-09-05,48.703125
912810SN9,2025-09-08,49.3125
912810SN9,2025-09-09,48.96875
912810SN9,2025-09-10,49.281255
912810SN9,2025-09-11,49.6875
912810SN9,2025-09-12,49.437505
912810SN9,2025-09-15,49.64844
912810SN9,2025-09-16,49.765625
912810SN9,2025-09-17,49.343755
912810SN9,2025-09-18,49.031255
912810SN9,2025-09-19,48.86719
912810SN9,2025-09-22,48.67969
912810SN9,2025-09-23,49.101565
912810SN9,2025-09-24,48.8125
912810SN9,2025-09-25,48.85938
912810SN9,2025-09-26,48.843755
912810SN9,2025-09-29,49.28125
912810SN9,2025-09-30,49.02344
912810SN9,2025-10-01,49.24219
912810SN9,2025-10-02,49.437505
912810SN9,2025-10-03,49.24219
912810SN9,2025-10-06,48.89844
912810SN9,2025-10-07,49.132815
912810SN9,2025-10-08,49.289065
912810SN9,2025-10-09,49.171875
912810SN9,2025-10-10,50.171875
912810SN9,2025-10-13,50.171875
912810SN9,2025-10-14,50.0625
912810SN9,2025-10-15,50.11719
912810SN9,2025-10-16,50.49219
912810SN9,2025-10-17,50.296875
912810SN9,2025-10-20,50.640625
912810SN9,2025-10-21,50.90625
912810SN9,2025-10-22,51.02344
912810SN9,2025-10-23,50.546875
912810SN9,2025-10-24,50.421875
912810SN9,2025-10-27,50.789065
912810SN9,2025-10-28,50.92969
912810SN9,2025-10-29,50.093755
912810SN9,2025-10-30,49.80469
912810SN9,2025-10-31,49.83594
912810SN9,2025-11-03,49.468755
912810SN9,2025-11-04,49.70313
912810SN9,2025-11-05,49.031255
912810SN9,2025-11-06,49.54688
912810SN9,2025-11-07,49.382815
912810SN9,2025-11-10,49.328125
912810SN9,2025-11-11,49.328125
912810SN9,2025-11-12,49.726565
912810SN9,2025-11-13,49.23438
912810SN9,2025-11-14,48.90625
912810SN9,2025-11-17,49.01563
912810SN9,2025-11-18,49.007815
912810SN9,2025-11-19,48.79688
912810SN9,2025-11-20,49.10938
912810SN9,2025-11-21,49.218755
912810SN9,2025-11-24,49.61719
912810SN9,2025-11-25,49.820315
912810SN9,2025-11-26,49.890625
912810SN9,2025-11-27,49.890625
912810SN9,2025-11-28,49.664065
912810SN9,2025-12-01,48.98438
91282CPN5,2025-11-25,99.714845
91282CPN5,2025-11-26,99.683595
91282CPN5,2025-11-27,99.683595
91282CPN5,2025-11-28,99.558595
91282CPN5,2025-12-01,99.253905
91282CLF6,2025-09-02,97.765625
91282CLF6,2025-09-03,98.093755
91282CLF6,2025-09-04,98.52344
91282CLF6,2025-09-05,99.132815
91282CLF6,2025-09-08,99.343755
91282CLF6,2025-09-09,99.007815
91282CLF6,2025-09-10,99.320315
91282CLF6,2025-09-11,99.484375
91282CLF6,2025-09-12,99.15625
91282CLF6,2025-09-15,99.36719
91282CLF6,2025-09-16,99.453125
91282CLF6,2025-09-17,98.99219
91282CLF6,2025-09-18,98.86719
91282CLF6,2025-09-19,98.695315
91282CLF6,2025-09-22,98.562505
91282CLF6,2025-09-23,98.859375
91282CLF6,2025-09-24,98.539065
91282CLF6,2025-09-25,98.33594
91282CLF6,2025-09-26,98.296875
91282CLF6,2025-09-29,98.55469
91282CLF6,2025-09-30,98.46094
91282CLF6,2025-10-01,98.859375
91282CLF6,2025-10-02,98.953125
91282CLF6,2025-10-03,98.67969
91282CLF6,2025-10-06,98.437505
91282CLF6,2025-10-07,98.664065
91282CLF6,2025-10-08,98.67969
91282CLF6,2025-10-09,98.539065
91282CLF6,2025-10-10,99.328125
91282CLF6,2025-10-13,99.328125
91282CLF6,2025-10-14,99.351565
91282CLF6,2025-10-15,99.359375
91282CLF6,2025-10-16,99.765625
91282CLF6,2025-10-17,99.507815
91282CLF6,2025-10-20,99.726565
91282CLF6,2025-10-21,99.859375
91282CLF6,2025-10-22,99.953125
91282CLF6,2025-10-23,99.578125
91282CLF6,2025-10-24,99.578125
91282CLF6,2025-10-27,99.703125
91282CLF6,2025-10-28,99.726565
91282CLF6,2025-10-29,98.984375
91282CLF6,2025-10-30,98.80469
91282CLF6,2025-10-31,98.976565
91282CLF6,2025-11-03,98.74219
91282CLF6,2025-11-04,98.92969
91282CLF6,2025-11-05,98.39844
91282CLF6,2025-11-06,98.96094
91282CLF6,2025-11-07,98.890625
91282CLF6,2025-11-10,98.734375
91282CLF6,2025-11-11,98.734375
91282CLF6,2025-11-12,99.08594
91282CLF6,2025-11-13,98.80469
91282CLF6,2025-11-14,98.601565
91282CLF6,2025-11-17,98.687505
91282CLF6,2025-11-18,98.89844
91282CLF6,2025-11-19,98.726565
91282CLF6,2025-11-20,99.11719
91282CLF6,2025-11-21,99.296875
91282CLF6,2025-11-24,99.562505
91282CLF6,2025-11-25,99.789065
91282CLF6,2025-11-26,99.796875
91282CLF6,2025-11-27,99.796875
91282CLF6,2025-11-28,99.64844
91282CLF6,2025-12-01,99.11719
91282CJZ5,2025-09-02,99.171875
91282CJZ5,2025-09-03,99.468755
91282CJZ5,2025-09-04,99.890625
91282CJZ5,2025-09-05,100.46875
91282CJZ5,2025-09-08,100.6719
91282CJZ5,2025-09-09,100.34375
91282CJZ5,2025-09-10,100.6094
91282CJZ5,2025-09-11,100.77345
91282CJZ5,2025-09-12,100.44535
91282CJZ5,2025-09-15,100.65625
91282CJZ5,2025-09-16,100.7422
91282CJZ5,2025-09-17,100.28125
91282CJZ5,2025-09-18,100.16405
91282CJZ5,2025-09-19,100.01565
91282CJZ5,2025-09-22,99.882815
91282CJZ5,2025-09-23,100.15625
91282CJZ5,2025-09-24,99.859375
91282CJZ5,2025-09-25,99.640625
91282CJZ5,2025-09-26,99.578125
91282CJZ5,2025-09-29,99.828125
91282CJZ5,2025-09-30,99.734375
91282CJZ5,2025-10-01,100.14065
91282CJZ5,2025-10-02,100.21875
91282CJZ5,2025-10-03,99.937505
91282CJZ5,2025-10-06,99.703125
91282CJZ5,2025-10-07,99.92969
91282CJZ5,2025-10-08,99.921875
91282CJZ5,2025-10-09,99.796875
91282CJZ5,2025-10-10,100.5469
91282CJZ5,2025-10-13,100.5469
91282CJZ5,2025-10-14,100.58595
91282CJZ5,2025-10-15,100.59375
91282CJZ5,2025-10-16,101
91282CJZ5,2025-10-17,100.7344
91282CJZ5,2025-10-20,100.9375
91282CJZ5,2025-10-21,101.0625
91282CJZ5,2025-10-22,101.15625
91282CJZ5,2025-10-23,100.78125
91282CJZ5,2025-10-24,100.77345
91282CJZ5,2025-10-27,100.89065
91282CJZ5,2025-10-28,100.90625
91282CJZ5,2025-10-29,100.1797
91282CJZ5,2025-10-30,100.03125
91282CJZ5,2025-10-31,100.1875
91282CJZ5,2025-11-03,99.984375
91282CJZ5,2025-11-04,100.1719
91282CJZ5,2025-11-05,99.656255
91282CJZ5,2025-11-06,100.20315
91282CJZ5,2025-11-07,100.14065
91282CJZ5,2025-11-10,99.992175
91282CJZ5,2025-11-11,99.992175
91282CJZ5,2025-11-12,100.32815
91282CJZ5,2025-11-13,100.0547
91282CJZ5,2025-11-14,99.875005
91282CJZ5,2025-11-17,99.953125
91282CJZ5,2025-11-18,100.15625
91282CJZ5,2025-11-19,99.984375
91282CJZ5,2025-11-20,100.375
91282CJZ5,2025-11-21,100.53125
91282CJZ5,2025-11-24,100.7969
91282CJZ5,2025-11-25,101.01565
91282CJZ5,2025-11-26,101.01565
91282CJZ5,2025-11-27,101.01565
91282CJZ5,2025-11-28,100.85935
91282CJZ5,2025-12-01,100.33595
91282CPD7,2025-10-27,100.08595
91282CPD7,2025-10-28,100.0664
91282CPD7,2025-10-29,99.60547
91282CPD7,2025-10-30,99.570315
91282CPD7,2025-10-31,99.714845
91282CPD7,2025-11-03,99.558595
91282CPD7,2025-11-04,99.67578499999999
91282CPD7,2025-11-05,99.371095
91282CPD7,2025-11-06,99.746095
91282CPD7,2025-11-07,99.73047
91282CPD7,2025-11-10,99.597655
91282CPD7,2025-11-11,99.597655
91282CPD7,2025-11-12,99.785155
91282CPD7,2025-11-13,99.628905
91282CPD7,2025-11-14,99.51953499999999
91282CPD7,2025-11-17,99.535155
91282CPD7,2025-11-18,99.73047
91282CPD7,2025-11-19,99.621095
91282CPD7,2025-11-20,99.902345
91282CPD7,2025-11-21,100.0117
91282CPD7,2025-11-24,100.1445
91282CPD7,2025-11-25,100.2695
91282CPD7,2025-11-26,100.2383
91282CPD7,2025-11-27,100.2383
91282CPD7,2025-11-28,100.1172
91282CPD7,2025-12-01,99.8125
91282CFV8,2025-09-02,100.89065
91282CFV8,2025-09-03,101.14065
91282CFV8,2025-09-04,101.4844
91282CFV8,2025-09-05,101.97655
91282CFV8,2025-09-08,102.125
91282CFV8,2025-09-09,101.82035
91282CFV8,2025-09-10,102.01565
91282CFV8,2025-09-11,102.1094
91282CFV8,2025-09-12,101.82815
91282CFV8,2025-09-15,102.00785
91282CFV8,2025-09-16,102.1094
91282CFV8,2025-09-17,101.68755
91282CFV8,2025-09-18,101.60155
91282CFV8,2025-09-19,101.47655
91282CFV8,2025-09-22,101.32815
91282CFV8,2025-09-23,101.57815
91282CFV8,2025-09-24,101.28125
91282CFV8,2025-09-25,101.07035
91282CFV8,2025-09-26,100.9922
91282CFV8,2025-09-29,101.2344
91282CFV8,2025-09-30,101.15625
91282CFV8,2025-10-01,101.5469
91282CFV8,2025-10-02,101.6094
91282CFV8,2025-10-03,101.32815
91282CFV8,2025-10-06,101.15625
91282CFV8,2025-10-07,101.3594
91282CFV8,2025-10-08,101.34375
91282CFV8,2025-10-09,101.21875
91282CFV8,2025-10-10,101.90625
91282CFV8,2025-10-13,101.90625
91282CFV8,2025-10-14,101.9844
91282CFV8,2025-10-15,101.95315
91282CFV8,2025-10-16,102.34375
91282CFV8,2025-10-17,102.07815
91282CFV8,2025-10-20,102.2344
91282CFV8,2025-10-21,102.32815
91282CFV8,2025-10-22,102.39065
91282CFV8,2025-10-23,102.0625
91282CFV8,2025-10-24,102.0547
91282CFV8,2025-10-27,102.1328
91282CFV8,2025-10-28,102.14065
91282CFV8,2025-10-29,101.4844
91282CFV8,2025-10-30,101.39065
91282CFV8,2025-10-31,101.5625
91282CFV8,2025-11-03,101.3594
91282CFV8,2025-11-04,101.53125
91282CFV8,2025-11-05,101.07815
91282CFV8,2025-11-06,101.57815
91282CFV8,2025-11-07,101.5469
91282CFV8,2025-11-10,101.375
91282CFV8,2025-11-11,101.375
91282CFV8,2025-11-12,101.6719
91282CFV8,2025-11-13,101.4375
91282CFV8,2025-11-14,101.26565
91282CFV8,2025-11-17,101.3125
91282CFV8,2025-11-18,101.5469
91282CFV8,2025-11-19,101.375
91282CFV8,2025-11-20,101.7422
91282CFV8,2025-11-21,101.89845
91282CFV8,2025-11-24,102.1172
91282CFV8,2025-11-25,102.2891
91282CFV8,2025-11-26,102.2891
91282CFV8,2025-11-27,102.2891
91282CFV8,2025-11-28,102.10155
91282CFV8,2025-12-01,101.65625
91282CHT1,2025-09-02,98.734375
91282CHT1,2025-09-03,99.015625
91282CHT1,2025-09-04,99.414065
91282CHT1,2025-09-05,99.95313
91282CHT1,2025-09-08,100.125
91282CHT1,2025-09-09,99.812505
91282CHT1,2025-09-10,100.0469
91282CHT1,2025-09-11,100.15625
91282CHT1,2025-09-12,99.86719
91282CHT1,2025-09-15,100.0469
91282CHT1,2025-09-16,100.15625
91282CHT1,2025-09-17,99.71094
91282CHT1,2025-09-18,99.61719
91282CHT1,2025-09-19,99.476565
91282CHT1,2025-09-22,99.328125
91282CHT1,2025-09-23,99.593755
91282CHT1,2025-09-24,99.281255
91282CHT1,2025-09-25,99.078125
91282CHT1,2025-09-26,99.015625
91282CHT1,2025-09-29,99.257815
91282CHT1,2025-09-30,99.171875
91282CHT1,2025-10-01,99.578125
91282CHT1,2025-10-02,99.640625
91282CHT1,2025-10-03,99.375005
91282CHT1,2025-10-06,99.171875
91282CHT1,2025-10-07,99.390625
91282CHT1,2025-10-08,99.390625
91282CHT1,2025-10-09,99.250005
91282CHT1,2025-10-10,99.984375
91282CHT1,2025-10-13,99.984375
91282CHT1,2025-10-14,100.0469
91282CHT1,2025-10-15,100.01565
91282CHT1,2025-10-16,100.4375
91282CHT1,2025-10-17,100.1719
91282CHT1,2025-10-20,100.34375
91282CHT1,2025-10-21,100.45315
91282CHT1,2025-10-22,100.52345
91282CHT1,2025-10-23,100.1719
91282CHT1,2025-10-24,100.15625
91282CHT1,2025-10-27,100.26565
91282CHT1,2025-10-28,100.27345
91282CHT1,2025-10-29,99.578125
91282CHT1,2025-10-30,99.484375
91282CHT1,2025-10-31,99.640625
91282CHT1,2025-11-03,99.437505
91282CHT1,2025-11-04,99.609375
91282CHT1,2025-11-05,99.125005
91282CHT1,2025-11-06,99.640625
91282CHT1,2025-11-07,99.593755
91282CHT1,2025-11-10,99.437505
91282CHT1,2025-11-11,99.437505
91282CHT1,2025-11-12,99.74219
91282CHT1,2025-11-13,99.500005
91282CHT1,2025-11-14,99.312505
91282CHT1,2025-11-17,99.382815
91282CHT1,2025-11-18,99.609375
91282CHT1,2025-11-19,99.42969
91282CHT1,2025-11-20,99.828125
91282CHT1,2025-11-21,99.976565
91282CHT1,2025-11-24,100.21095
91282CHT1,2025-11-25,100.40625
91282CHT1,2025-11-26,100.4141
91282CHT1,2025-11-27,100.4141
91282CHT1,2025-11-28,100.2422
91282CHT1,2025-12-01,99.77344
91282CJJ1,2025-09-02,102.89065
91282CJJ1,2025-09-03,103.1797
91282CJJ1,2025-09-04,103.58595
91282CJJ1,2025-09-05,104.14845
91282CJJ1,2025-09-08,104.35155
91282CJJ1,2025-09-09,104.03125
91282CJJ1,2025-09-10,104.28125
91282CJJ1,2025-09-11,104.4297
91282CJJ1,2025-09-12,104.09375
91282CJJ1,2025-09-15,104.2969
91282CJJ1,2025-09-16,104.39065
91282CJJ1,2025-09-17,103.9297
91282CJJ1,2025-09-18,103.82815
91282CJJ1,2025-09-19,103.6719
91282CJJ1,2025-09-22,103.53125
91282CJJ1,2025-09-23,103.8047
91282CJJ1,2025-09-24,103.4922
91282CJJ1,2025-09-25,103.27345
91282CJJ1,2025-09-26,103.21875
91282CJJ1,2025-09-29,103.46095
91282CJJ1,2025-09-30,103.39845
91282CJJ1,2025-10-01,103.78125
